id_laporan,teks_laporan,label_prioritas,sumber_data
ID-0386,"Siang mas petugas keliling, besok pagi-pagi saya mau naruh tumpukan sisa koran lawas dan setumpuk kardus bekas paketan di depan teras Jalan Bugisan Kidul No. 14. Udah tak tali rapi semua ngga bakal terbang kena angin. Tolong besok pas rute ngelewati gang saya diangkut sekalian.",Rendah,llm_generated
ID-0387,"Permisi pak RT, warga di ujung Gang Delima RT 04 Wirobrajan mau tanya soal operasional armada yang keliling di sekitaran rute sini, itu biasanya rutinitasnya di hari apa saja ya pak? Soalnya saya mau nyiapin kresek plastik sampah sisa di rumah biar ngga kelamaan.",Rendah,llm_generated
ID-0388,"Halo min, buat bapak petugas pengangkut di sepanjang Jalan Cik Di Tiro, besok itu rutinitas jadwal ambil sampahnya pagi atau sore hari ya? Biar saya gampang menyesuaikan waktu buat menaruh satu kantong kresek dari garasi ke area pinggir jalan raya.",Rendah,llm_generated
ID-0389,"Lur, warga dekat fasilitas shelter parkir sepeda Jalan Pakuningratan mau nanya prosedur operasional nih. Gimana kalau warga sekitaran area sini mau ikutan daftar langganan retribusi tarikan sampah bulanan? Syarat administrasinya apa aja ya yang harus disiapin biar sisa kresek bisa rutin ditarik.",Rendah,llm_generated
ID-0390,"Lapor mas-mas armada keliling, saya warga sekitaran Balai RW 07 Pringwulung mau tanya jadwal pengangkutan. Kalau buat rute gang ini, bapak petugasnya keliling tiap hari apa aja ya? Biar sisa bungkus makanan saya ngga kelamaan numpuk nungguin diangkutnya sama petugas.",Rendah,llm_generated
ID-0391,"Permisi admin kota, kalau warga mau buang barang bekas ukuran sedang kayak karpet usang yang udah sobek itu prosedurnya gimana ya? Apa bisa ditaruh depan rumah pas jadwal truk lewat atau harus pesan armada pickup khusus di sekitaran Jalan Parangtritis KM 6 biar aman?",Rendah,llm_generated
ID-0392,"Halo mas petugas gerobak, sekadar ngasih aba-aba buat persiapan besok nih. Kebetulan besok siang di rumah saya Jalan Magelang KM 7 Gang Merak No. 3 ada acara kumpul keluarga besar. Sisa dus katering dan plastiknya pasti lumayan banyak, besok siang tolong sediain ruang kosong ya.",Rendah,llm_generated
ID-0393,"Lapor pak dukuh, warga penghuni baru di RT 05 Jalan Taman Siswa mau tanya informasi operasional armada nih. Minta tolong diinfokan kembali untuk jadwal pasti mas gerobak sampah lewat rute perumahan sini hari apa aja ya pak? Biar pada tau dan ngga telat.",Rendah,llm_generated
ID-0394,"Nyuwun sewu bapak ibu kelurahan, kulo warga saking area Kantor Lurah Sorosutan badhe tanglet jadwal operasional. Armada gerobak ingkang biyasane mlebu gang rute mriki rutinitase dinten nopo mawon nggih pak? Kulo pengen nyesuaiake jadwal naruh kresek ben mboten kesuwen neng njobo.",Rendah,llm_generated
ID-0395,"Halo min, warga baru di Jalan Soka RT 03 Janti Banguntapan mau tanya prosedur layanan desa. Kalau semisal lingkungan kami berminat daftar layanan penarikan gerobak sampah bulanan, itu persyaratannya apa saja ya administrasinya biar bisa diproses secepatnya sama petugas terkait?",Rendah,llm_generated
ID-0396,"Permisi admin pemkot Jogja, saya mau nanya info operasional bentar. Untuk rutinitas truk sampah besar yang jalurnya ngelewatin Jalan Wonosari KM 5 dekat minimarket itu biasanya ada di rentang jam berapa ya tiap harinya? Biar saya ngga ketinggalan jadwal buangnya.",Rendah,llm_generated
ID-0397,"Permisi pak RT, ngapunten mau nanya info administrasi lingkungan nih. Kalau warga pendatang di wilayah RT 04 RW 02 Rejowinangun mau gabung langganan iuran pengambilan sampah bulanan, itu biaya retribusinya berapa ya per bulan? Biar saya bisa siapin uang pasnya besok.",Rendah,llm_generated
ID-0398,"Halo dinas kebersihan kota, mau nanya kepastian operasional armada bentar. Kalau besok pas jatuhnya tanggal merah libur nasional, bapak petugas pengangkut sampah di area Malioboro tetap narik keliling pakai gerobaknya atau ikutan diliburkan ya? Buat patokan warga sekitar pas naruh kreseknya.",Rendah,llm_generated
ID-0399,"Selamat siang ibu admin desa, saya mahasiswa di daerah Karangmalang mau tanya soal prosedur pembuangan barang bekas. Kalau di kosan ada lemari plastik kecil yang rusak, itu prosedur buangnya apa boleh ditaruh depan pagar pas jadwal truk lewat rute sini?",Rendah,llm_generated
ID-0400,"Halo mas-mas armada keliling, mau ngabarin untuk rute besok pagi nih. Warga RT 07 Kricak kebetulan habis beres-beres selokan depan rumah dan ada sekantong kecil sisa daun kering. Mumpung volumenya ngga banyak, minta tolong sekalian dijemput masuk bak ya mas pas lewat.",Rendah,llm_generated
ID-0401,"Permisi admin pengelola lingkungan, saya mahasiswa perantau yang ngekos di area Babarsari. Mau mastiin kalender operasional kampung nih. Kalau pas momen perayaan hari besar nasional minggu depan, armada penarik sampah tetep dijadwalkan masuk keliling gang kampung atau libur sehari ngga ya pak?",Rendah,llm_generated
ID-0402,"Nyuwun sewu bapak ibu kelurahan, kulo warga enggal neng RW 05 Ngestiharjo Kasihan rep tanglet prosedur. Carane daftar dadi langganan penarikan armada desa niku pripun nggih syarat administrasine? Kulo pengen mulai mbayar retribusi iuran ben sampah e kosan rutin ditarik bapak petugas.",Rendah,llm_generated
ID-0403,"Siang min, mumpung sisa daun kering di halaman rumah area Minomartani belum terlalu banyak, bisa minta tolong gerobak mampir ngga sore ini? Kalau nunggu besok takut ditiup angin.",Rendah,llm_generated
ID-0404,"Halo admin desa, saya penghuni baru di Perumahan Candi Gebang blok E. Mau tanya untuk urusan birokrasi, kalau semisal mau daftar langganan penarikan limbah rumah tangga bulanan itu mekanismenya gimana ya? Apa langsung lapor petugasnya?",Rendah,llm_generated
ID-0405,"Siang mas petugas kebersihan, besok pagi saya bakal naruh tiga karung ikatan ranting sisa pemangkasan pohon di depan pagar Jalan Ngaglik Sleman No. 23. Udah tak packing rapi kok, mohon besok pas jadwalnya lewat jangan lupa diangkut masuk bak ya.",Rendah,llm_generated
ID-0406,"Permisi pak RT, mau mastiin jadwal pengangkutan untuk minggu ini di area Gang Sidomukti Gondomanan ada pergeseran hari libur ngga ya? Biar saya bisa siap siap ngeluarin tongnya ke luar pagar dengan pas.",Rendah,llm_generated
ID-0407,"Mas admin, mau nanya info nih. Kalau di rumah ada limbah baterai laptop bekas sama charger mati total, itu masuk kategori E-waste kan ya? Kalau di area Sleman, lokasi drop box khusus buat buang ginian ada di mana aja mas biar aman?",Rendah,llm_generated
ID-0408,"Nyuwun sewu pak RT, sekadar ngasih info buat besok siang. Di rumah saya Jalan Garuda RT 06 Maguwoharjo kebetulan bakal ada pertemuan warga. Sisa bungkus makanannya pasti nambah dikit, tolong pesen ke mas gerobak buat siapin ruang kosong pas lewat ya.",Rendah,llm_generated
ID-0409,"Halo bapak ibu kelurahan, nanya info bentar dong. Kalau armada yang biasa keliling ambil limbah warga di Gang Cemara Condongcatur itu jadwalnya tiap hari apa aja ya rutinitasnya? Biar saya ga kelupaan naruh di luar.",Rendah,llm_generated
ID-0410,"Permisi admin desa, kalau misal mau buang barang bekas ukuran sedang kayak karpet usang di Kledokan itu prosedurnya gimana sih? Apa bisa diangkut sekalian pas mas petugas keliling jadwal rutin besok?",Rendah,llm_generated
ID-0411,"Lur, ini ada satu kresek kecil sisa kertas bekas di depan rumah Gang Asem Jalan Wirosaban. Mumpung belum banyak, bisa sekalian dijemput ga ya besok pas bapaknya keliling narik?",Rendah,llm_generated
ID-0412,"Lapor pak dukuh, mau nanya jadwal operasional truk pengangkut di Jalan Imogiri Timur KM 8 minggu ini hari apa aja ya? Takutnya kalau jadwalnya berubah saya malah naruh kecepetan di luar.",Rendah,llm_generated
ID-0413,"Selamat siang pihak instansi lingkungan, boleh nanya jadwal operasional armada pickup untuk wilayah Jalan Kabupaten Sleman ngga? Biar sinkron aja sama jam kerja saya pas mau ngeluarin keranjang ke jalan.",Rendah,llm_generated
ID-0414,"Halo mas kebersihan, ijin ngabari ya. Besok pagi banget saya bakal naruh kasur lipat bekas di depan pagar rumah Jalan Pramuka Selatan No. 8 Bantul. Tolong dikoordinasikan biar ada armada pickup ekstra yang bisa ngebantu ngangkut ya mas.",Rendah,llm_generated
ID-0415,"Permisi petugas DLH, mau mastiin aja, apa bener jadwal pengangkutan di RT 09 Wiroguna Umbulharjo besok ada pergeseran jam? Kemarin sempet kelewatan jadwalnya soalnya.",Rendah,llm_generated
ID-0416,"Halo bapak ibu pengurus wilayah, saya mahasiswa baru yang ngontrak di Jalan Wahid Hasyim Banguntapan. Mau nanya sistem operasional di sini, untuk jadwal penarikan limbah rumah tangga keliling itu mas gerobaknya standby jam berapa ya? Biar saya ngga kelewatan naruh keranjang.",Rendah,llm_generated
ID-0417,"Mas admin kelurahan, warga sekitar kampung Mantup mau tanya kepastian rutinitas armada pengangkut untuk minggu ini. Biar ngga miskomunikasi, bapak petugasnya niku rutinitase lewat mriki hari apa aja ya? Biar kami bisa siap-siap bawa kreseknya ke luar pekarangan dengan pas.",Rendah,llm_generated
ID-0418,"Nyuwun sewu petugas kebersihan, saya pemilik warung makan di pinggiran Jalan Lowanu Mergangsan. Kalau semisal saya mau ikut langganan iuran pengambilan sampah rutin harian sama petugas gerobak kampung, itu pendaftarannya kemana ya dan besaran biaya retribusinya dipatok berapa nominalnya per bulan?",Rendah,llm_generated
ID-0419,"Lapor perihal prosedur pembuangan ke admin kelurahan. Kalau saya domisili di dekat SDN Giwangan dan mau membuang karpet usang yang lumayan tebal, itu prosedurnya apakah bisa sekalian diangkut truk kebersihan saat jadwal reguler tiba atau saya harus lapor dinas kebersihan dulu?",Rendah,llm_generated
ID-0420,"Selamat siang admin instansi terkait, saya mahasiswa yang ngekos di kota Jogja mau tanya kalender jadwal operasional. Kalau pas momen libur hari raya minggu depan, armada penarik sampah tetep dijadwalkan masuk narik keliling ke rute gang kami atau diliburkan sementara ya?",Rendah,llm_generated
ID-0421,"Halo pak dukuh, warga di RT 05 Sidomulyo Godean mau nanya aturan pembuangan limbah nih. Kalau misalnya di rumah ada sisa pecahan piring keramik sedikit, itu SOP amannya dibungkus kardus lalu ditaruh bareng sampah biasa nunggu jadwal keliling atau gimana ya pak?",Rendah,llm_generated
ID-0422,"Permisi perangkat desa, saya warga Jalan Raya Bantul KM 8 mau ngabarin buat jadwal besok pagi. Di depan pekarangan rumah saya bakal ada satu kresek kecil sisa kertas bekas. Mumpung volumenya sedikit, mohon bantuan mas petugas buat diangkut masuk truk sekalian.",Rendah,llm_generated
ID-0423,"Halo pemkot Jogja, saya perwakilan warga mau nanya informasi jadwal armada pengangkut desa nih. Kalau untuk rute sekitaran titik-titik taman olahraga kota itu biasanya bapak petugas keliling ngambil limbahnya di rentang jam berapa ya? Biar saya gampang nyesuaiin waktunya pas lewat.",Rendah,llm_generated
ID-0424,"Nyuwun sewu pak RT, mau nanya aturan lingkungan perumahan nih. Kalau saya warga pendatang yang baru pindah, terus mau mendaftar layanan penarikan gerobak sampah bulanan itu alur birokrasinya bagaimana ya biar sisa limbah dapur di kontrakan bisa rutin diambil petugas keliling?",Rendah,llm_generated
ID-0425,"Mas admin, kami warga Jalan Kima Jaya Sleman mau minta konfirmasi kepastian jadwal dong. Ini mas petugas gerobak dorong dorong kelilingnya itu rutinitas hari apa aja ya lewat rute gang sini? Biar warga ngga salah hari pas nyiapin kantong kresek di depan pagar.",Rendah,llm_generated
ID-0426,"Lur, warga yang tinggal di rute Gang Wuni RT 02 Patangpuluhan mau tanya informasi operasional armada nih. Kira-kira bapak petugasnya bakal keliling ngelewatin gang perumahan sini jam berapa ya pak sore harinya? Biar saya ngga ketinggalan jadwal pas mau nitip kresek.",Rendah,llm_generated
ID-0427,"Halo pemkot, sekadar nanya prosedur administrasi operasional nih. Gimana kalau warga sekitaran jalur pedestrian Jalan P. Senopati mau ikutan daftar langganan retribusi tarikan sampah bulanan? Syarat administrasinya apa aja ya yang harus disiapin biar kresek sisa bisa rutin ditarik sama masnya.",Rendah,llm_generated
ID-0428,"Selamat sore perangkat desa, saya penghuni baru yang ngontrak di RT 03 Jalan Plosokuning Sleman. Mau tanya mekanisme layanan kebersihan di sini dong, untuk jadwal penarikan limbah rumah tangga pakai gerobak itu ada di hari apa aja ya? Biar saya ngga kelewatan.",Rendah,llm_generated
ID-0429,"Lapor mas petugas kelurahan, besok pagi saya rencana mau beres-beres kebun di taman RT 07 Jalan Damai Sleman. Bakal ada sedikit sisa potongan ranting daun kering yang udah diikat rapi. Mumpung dikit, besok tolong pas lewat gang diangkut sekalian masuk gerobak ya.",Rendah,llm_generated
ID-0430,"Permisi bapak ibu kelurahan, saya ibu rumah tangga di area Jalan Polowijan Kotagede mau nanya operasional. Kalau kebetulan besok hari Jumat jatuhnya libur panjang, armada gerobak sampah keliling tetap beroperasi masuk gang seperti biasa atau diliburkan ya pak? Biar warga ngga kecele.",Rendah,llm_generated
ID-0431,"Halo admin kebersihan, ini saya perwakilan mahasiswa di area Dlingo Bantul mau tanya aturannya. Di kosan ada limbah barang berupa meja belajar kayu yang patah. Kalau mau menyingkirkan barang ini apa boleh langsung dikarungin di depan pagar nunggu armada lewat keliling?",Rendah,llm_generated
ID-0432,"Lapor mas admin, warga di depan Warung Makan Bu Sari Jalan Bugisan KM 2 mau nanya jadwal operasional armada nih. Biar kami ngga salah jam, sebenarnya truk besar pengangkut itu keliling ngelewati jalan ini tiap jam berapa ya sore harinya untuk narik sampah?",Rendah,llm_generated
ID-0433,"Permisi dinas kebersihan, saya warga Jalan Wahidin No. 12 Sleman. Mau nanya kepastian rutinitas armada pengangkut untuk minggu ini tuh hari apa saja ya masuknya? Biar saya bisa siapin plastik kresek sisa di rumah ke depan pagar tepat waktu dan tidak kelamaan numpuk.",Rendah,llm_generated
ID-0434,"Halo pak dukuh, warga di sekitaran Gang Garuda RT 04 Caturtunggal mau tanya kepastian jadwal armada truk pengangkut hari ini dong. Kira kira bapak petugasnya bakal lewat rute sini jam berapa ya? Biar saya ngga kelewatan naruh keranjang plastik sisa beres beres di luar.",Rendah,llm_generated
ID-0435,"Mas admin DLH, saya warga Jalan Cangkringan Sleman mau nanya info operasional pengangkutan nih. Kalau besok kebetulan libur tanggal merah, armada truk sampah yang biasa masuk ke area ini itu tetap beroperasi narik keliling atau ikutan libur ya? Biar saya ga nunggu ngeluarin keranjang.",Rendah,llm_generated
ID-0436,"Lur, warga kompleks Jalan Wulung Banguntapan mau tanya jadwal operasional armada. Kalau buat rute Jalan ini itu jadwal mas gerobak yang keliling ambil limbah dipatok jam berapa ya pagi harinya? Biar saya bisa menyesuaikan buat ngeluarin sisa bungkus makanan dari dalam rumah.",Rendah,llm_generated
ID-0437,"Lapor gawat darurat pak polisi dan satpol pp! Ini di Jalan Wates KM 4 ada oknum numpuk limbah liar setinggi 1,5 meter persis di tikungan gelap tanpa penerangan. Sangat mematikan! Semalam udah ada dua motor adu banteng gara-gara ngerem mendadak ngehindarin tumpukan busuk itu. Evakuasi aspalnya sekarang juga!",Tinggi,llm_generated
ID-0438,"Halo pemkab Gunungkidul, tolong viralkan dan tangkap pelakunya! Ada pick-up plat luar sengaja bongkar berkarung-karung limbah kota langsung ke lereng aspal menuju area wisata Patuk. Baunya nyengat banget merusak citra pariwisata daerah kita di mata turis asing. Tolong segera dibersihkan dan pasang portal CCTV!",Tinggi,llm_generated
ID-0439,"Darurat dinas kesehatan! Tumpukan organik membusuk di sudut area Pasar Kotagede lindi cairannya perlahan meresap ke dalam tanah dan mencemari sumur pompa bor milik warga sekitarnya. Air sumur yang biasa dipakai cuci piring udah berubah warna jadi keruh kecoklatan dan berbau septitank. Warga krisis air, tolong turun tangan!",Tinggi,llm_generated
ID-0440,"Lapor dishub dan instansi kebersihan, ini jalan raya lagi kacau balau! Ada armada damtruck overkapasitas yang oleng dan ngebongkar separuh isinya langsung ke aspal Jalan Imogiri Barat KM 3. Limbah berserakan nutupin dua lajur aspal, bikin macet panjang mengular ngga bergerak dari pagi. Mohon regu pembersih segera diturunkan!",Tinggi,llm_generated
ID-0441,"Bapak ibu aparat desa, warga Jalan Kebon Agung Sleman udah mau habis kesabaran! Di area belakang gudang pabrik kosong ada sindikat pengepul yang tiap sore non-stop ngebakar tumpukan plastik dan karet ban. Asap hitamnya langsung meracuni pernapasan permukiman kami secara masif. Tolong segel dan tutup paksa tempat itu!",Tinggi,llm_generated
ID-0442,Lapor tim evakuasi BPBD dan kelurahan! Wilayah RT 06 Kalitirto Berbah lagi kena musibah. Luapan banjir lokal semalam menghanyutkan seluruh gundukan isi bak TPS komunal langsung menerjang masuk ke ruang tamu dan halaman warga. Perabotan serta karpet hancur terendam air lumpur campur sampah busuk. Tolong relokasi TPS-nya pak!,Tinggi,llm_generated
ID-0443,"Halo dinas pasar dan pemkab Gunungkidul! Ibu-ibu bakul di Pasar Argosari Wonosari udah ngga kuat menahan bau untuk jualan. Tumpukan sisa jerohan dan insang ikan basah dibiarkan ngga ditarik armada selama 3 hari berturut-turut. Bau amis bangkainya luar biasa memualkan, ulat belatung merayap kemana-mana. Angkut sekarang!",Tinggi,llm_generated
